date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
2020-02-15,5,10,4,2,4,0
2020-02-16,1,9,-5,1,1,1
2020-02-17,-1,5,1,2,20,-3
2020-02-18,-3,3,-1,1,20,-3
2020-02-19,-4,-1,0,0,19,-2
2020-02-20,-5,-1,-2,0,19,-2
2020-02-21,-5,0,-5,1,21,-2
2020-02-22,-2,1,-1,-1,4,1
2020-02-23,-4,2,-1,-2,1,2
2020-02-24,-5,0,-1,0,22,-2
2020-02-25,-6,-1,-2,0,20,-2
2020-02-26,-7,-2,-1,-3,21,-2
2020-02-27,-5,0,-5,-2,20,-2
2020-02-28,2,6,-1,2,23,-3
2020-02-29,4,13,3,4,6,0
2020-03-01,3,13,0,1,3,1
2020-03-02,0,9,3,3,23,-3
2020-03-03,-2,7,1,1,21,-3
2020-03-04,-4,3,0,-1,21,-3
2020-03-05,-4,1,-3,-1,20,-2
2020-03-06,-4,2,-5,-1,22,-2
2020-03-07,-3,4,-4,-4,5,2
2020-03-08,-5,4,-8,-7,1,2
2020-03-09,-7,4,-5,-2,21,-2
2020-03-10,-9,4,-7,-5,19,-1
2020-03-11,-12,0,-10,-9,17,0
2020-03-12,-12,-2,-13,-11,15,2
2020-03-13,-7,5,-11,-10,16,1
2020-03-14,-9,8,-12,-13,3,4
2020-03-15,-20,5,-22,-19,-3,6
2020-03-16,-16,12,-16,-17,5,3
2020-03-17,-26,-1,-27,-26,-14,9
2020-03-18,-34,-13,-33,-33,-18,12
2020-03-19,-41,-16,-44,-41,-24,16
2020-03-20,-48,-23,-50,-47,-26,18
2020-03-21,-57,-31,-60,-55,-27,20
2020-03-22,-66,-42,-69,-63,-34,20
2020-03-23,-50,-31,-54,-53,-34,19
2020-03-24,-53,-35,-58,-56,-38,20
2020-03-25,-54,-36,-57,-57,-39,21
2020-03-26,-54,-35,-58,-58,-40,22
2020-03-27,-53,-29,-56,-57,-38,22
2020-03-28,-59,-32,-62,-61,-34,22
2020-03-29,-68,-41,-71,-68,-39,21
2020-03-30,-47,-28,-53,-56,-39,19
