date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
2020-02-15,1.0,2.0,3.0,3.0,5.0,0.0
2020-02-16,2.0,2.0,3.0,2.0,0.0,0.0
2020-02-17,-1.0,1.0,3.0,1.0,4.0,0.0
2020-02-18,0.0,2.0,4.0,2.0,3.0,0.0
2020-02-19,0.0,2.0,1.0,1.0,4.0,1.0
2020-02-20,1.0,3.0,5.0,5.0,4.0,-1.0
2020-02-21,-4.0,0.0,6.0,-4.0,-19.0,5.0
2020-02-22,-2.0,-2.0,4.0,-2.0,-2.0,1.0
2020-02-23,-2.0,-1.0,1.0,0.0,2.0,1.0
2020-02-24,-1.0,0.0,2.0,1.0,4.0,0.0
2020-02-25,-1.0,-2.0,3.0,1.0,1.0,0.0
2020-02-26,0.0,0.0,1.0,3.0,3.0,-1.0
2020-02-27,-1.0,-1.0,3.0,1.0,4.0,0.0
2020-02-28,0.0,1.0,3.0,1.0,5.0,0.0
2020-02-29,-2.0,-1.0,-1.0,0.0,8.0,0.0
2020-03-01,1.0,4.0,1.0,0.0,3.0,1.0
2020-03-02,0.0,2.0,3.0,0.0,5.0,0.0
2020-03-03,-1.0,2.0,3.0,0.0,4.0,0.0
2020-03-04,0.0,5.0,1.0,3.0,7.0,0.0
2020-03-05,-1.0,3.0,3.0,2.0,5.0,0.0
2020-03-06,-1.0,2.0,0.0,3.0,5.0,1.0
2020-03-07,0.0,6.0,2.0,5.0,7.0,0.0
2020-03-08,2.0,9.0,2.0,3.0,6.0,0.0
2020-03-09,-1.0,6.0,4.0,-6.0,-12.0,3.0
2020-03-10,-19.0,-23.0,-4.0,-22.0,-44.0,11.0
2020-03-11,-5.0,-1.0,-2.0,-1.0,-5.0,1.0
2020-03-12,-3.0,1.0,2.0,0.0,0.0,0.0
2020-03-13,-5.0,1.0,0.0,-2.0,0.0,1.0
2020-03-14,-11.0,-3.0,-6.0,-8.0,-6.0,4.0
2020-03-15,-11.0,-1.0,-6.0,-7.0,2.0,3.0
2020-03-16,-8.0,2.0,-1.0,-6.0,-4.0,3.0
2020-03-17,-11.0,0.0,-2.0,-9.0,-8.0,3.0
2020-03-18,-12.0,1.0,-6.0,-10.0,-8.0,4.0
2020-03-19,-16.0,1.0,-7.0,-14.0,-11.0,5.0
2020-03-20,-22.0,1.0,-13.0,-18.0,-15.0,7.0
2020-03-21,-34.0,-4.0,-23.0,-25.0,-18.0,8.0
2020-03-22,-78.0,-76.0,-58.0,-70.0,-49.0,21.0
2020-03-23,-54.0,-27.0,-35.0,-52.0,-50.0,20.0
2020-03-24,-68.0,-48.0,-44.0,-64.0,-65.0,25.0
2020-03-25,-77.0,-64.0,-53.0,-73.0,-72.0,30.0
2020-03-26,-76.0,-64.0,-51.0,-73.0,-70.0,30.0
2020-03-27,-77.0,-64.0,-52.0,-73.0,-70.0,31.0
2020-03-28,-78.0,-65.0,-54.0,-73.0,-66.0,29.0
2020-03-29,-77.0,-65.0,-57.0,-71.0,-47.0,22.0
2020-03-30,-76.0,-63.0,-51.0,-74.0,-68.0,30.0
2020-03-31,-75.0,-63.0,-50.0,-73.0,-68.0,29.0
2020-04-01,-76.0,-64.0,-52.0,-73.0,-68.0,29.0
2020-04-02,-76.0,-65.0,-51.0,-74.0,-69.0,30.0
