,0
2020-03-01,0.12425837171381755
2020-03-02,0.11405720881926353
2020-03-03,0.10733409340023062
2020-03-04,0.10248777247695202
2020-03-05,0.105149101918078
2020-03-06,0.10618703151688808
2020-03-07,0.10085058656934107
2020-03-08,0.1228971236494607
2020-03-09,0.11037384393582111
2020-03-10,0.10663031374133379
2020-03-11,0.10293467951312193
2020-03-12,0.102752456430436
2020-03-13,0.10677072822714481
2020-03-14,0.10484437655169575
2020-03-15,0.12310501540408315
2020-03-16,0.11490429881638567
2020-03-17,0.10036578767977089
2020-03-18,0.11081558955509999
2020-03-19,0.12153529925020913
2020-03-20,0.1328533140804184
2020-03-21,0.12824882649778602
2020-03-22,0.16644915889979775
2020-03-23,0.14161112324039693
2020-03-24,0.13874892261443647
2020-03-25,0.13516751109350525
2020-03-26,0.13268848958801568
2020-03-27,0.12852295656306242
2020-03-28,0.13674208333212884
2020-03-29,0.1669461067382266
2020-03-30,0.14654933028584222
2020-03-31,0.13217429789773885
2020-04-01,0.13675273698383508
2020-04-02,0.1439121493337547
2020-04-03,0.1430730020522747
2020-04-04,0.14548968375250307
2020-04-05,0.16755666266014266
2020-04-06,0.14770661528858592
2020-04-07,0.13528872040785792
2020-04-08,0.14537087686600353
2020-04-09,0.14664213091978318
2020-04-10,0.16056606908187734
2020-04-11,0.15356691165289535
2020-04-12,0.1727573629351803
2020-04-13,0.15895659671076526
2020-04-14,0.1420477206384811
2020-04-15,0.14229989054195086
2020-04-16,0.1450124695921508
2020-04-17,0.1358337507089626
2020-04-18,0.14162553477102746
2020-04-19,0.1691878589707209
2020-04-20,0.15116237072239255
2020-04-21,0.13599166748310018
2020-04-22,0.1388871317661562
2020-04-23,0.14573451311969143
2020-04-24,0.1435631777718145
2020-04-25,0.14576204700218956
2020-04-26,0.1709431340596155
2020-04-27,0.152266890945532
2020-04-28,0.14019281512628284
2020-04-29,0.13853579095041793
2020-04-30,0.13623022600086235
2020-05-01,0.1504118506518529
2020-05-02,0.1420863866923109
2020-05-03,0.16526013602806122
2020-05-04,0.15079943034226911
2020-05-05,0.13649975736774894
2020-05-06,0.13370687895124508
2020-05-07,0.1336383705163669
2020-05-08,0.12831779843568997
2020-05-09,0.13681708002287266
2020-05-10,0.16050335787517134
2020-05-11,0.14289193419618
2020-05-12,0.13167339277329423
2020-05-13,0.12702895210358464
2020-05-14,0.12879617619177783
2020-05-15,0.12081659976036992
2020-05-16,0.13023748355772938
2020-05-17,0.14949613133205664
2020-05-18,0.132294464017078
2020-05-19,0.13706300342580421
2020-05-20,0.16739716262115992
2020-05-21,0.14158047601819704
