date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
2020-02-15,10,9,21,11,4,-1
2020-02-16,1,2,5,3,4,0
2020-02-17,1,2,9,4,5,0
2020-02-18,3,3,2,4,5,0
2020-02-19,6,7,6,6,5,-1
2020-02-20,10,8,16,8,5,-1
2020-02-21,9,8,15,8,5,-1
2020-02-22,12,10,12,9,7,-2
2020-02-23,7,6,8,6,6,-1
2020-02-24,0,0,1,3,6,0
2020-02-25,2,3,-4,3,6,0
2020-02-26,5,7,9,7,7,-1
2020-02-27,1,2,4,4,6,-1
2020-02-28,0,6,8,6,6,-1
2020-02-29,1,6,14,4,5,0
2020-03-01,-4,1,9,0,5,0
2020-03-02,-1,1,6,3,7,0
2020-03-03,5,6,12,5,7,-1
2020-03-04,5,7,5,6,7,-1
2020-03-05,8,9,9,6,7,-1
2020-03-06,11,11,15,10,8,-1
2020-03-07,17,20,21,12,2,-2
2020-03-08,12,20,34,19,4,-4
2020-03-09,1,2,9,5,5,0
2020-03-10,6,6,11,6,7,-1
2020-03-11,1,4,-1,3,7,0
2020-03-12,0,0,3,1,7,-1
2020-03-13,2,8,12,3,5,-1
2020-03-14,-6,0,-11,-8,2,1
2020-03-15,-1,5,9,-2,5,0
2020-03-16,-1,6,7,0,4,1
2020-03-17,-2,7,6,-3,3,1
2020-03-18,-1,10,17,0,2,1
2020-03-19,-4,5,11,-4,1,1
2020-03-20,-2,12,23,-1,1,1
2020-03-21,-11,5,-2,-12,-1,1
2020-03-22,-16,-1,-9,-18,1,2
2020-03-23,-8,3,2,-9,-2,3
2020-03-24,-5,5,6,-7,-2,3
2020-03-25,-2,12,17,-2,-3,2
2020-03-26,-3,8,29,-3,-4,2
2020-03-27,-7,10,33,-3,-5,2
2020-03-28,-13,7,55,-3,-4,-2
2020-03-29,-14,5,41,-7,3,-2
2020-03-30,-18,-2,-9,-17,-14,6
2020-03-31,-15,2,-3,-14,-14,6
2020-04-01,-22,-1,-14,-20,-17,7
2020-04-02,-25,-4,-7,-21,-19,8
2020-04-03,-30,-7,-8,-24,-20,10
2020-04-04,-33,-5,-3,-20,43,1
2020-04-05,-30,-4,19,-25,-9,3
2020-04-06,-22,-2,23,-18,-22,7
2020-04-07,-16,4,35,-16,-23,7
2020-04-08,-20,0,24,-18,-24,7
2020-04-09,-23,-4,19,-21,-25,7
2020-04-10,-22,0,7,-23,-26,9
2020-04-11,-31,-7,5,-27,-22,4
2020-04-12,-30,-5,24,-27,-12,3
2020-04-13,-24,-9,5,-25,-25,8
2020-04-14,-22,-7,-7,-26,-25,9
2020-04-15,-25,-6,-18,-28,-26,10
2020-04-16,-24,-5,-9,-28,-26,10
2020-04-17,-21,5,-3,-26,-27,10
2020-04-18,-30,1,-4,-29,-25,7
2020-04-19,-51,-28,-2,-39,-25,5
2020-04-20,-26,-14,0,-27,-22,9
2020-04-21,-20,-7,6,-23,-20,8
2020-04-22,-18,-3,21,-20,-19,6
2020-04-23,-18,-5,28,-19,-20,6
2020-04-24,-20,-1,24,-19,-20,6
2020-04-25,-28,-5,17,-20,4,-1
