date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
2020-02-15,6,3,6,5,0,0
2020-02-16,4,3,2,4,7,0
2020-02-17,4,3,5,5,6,0
2020-02-18,3,4,5,5,7,-1
2020-02-19,7,6,16,8,8,-2
2020-02-20,4,4,11,7,7,-1
2020-02-21,4,6,2,7,7,-1
2020-02-22,8,7,12,8,5,-1
2020-02-23,0,2,-12,2,7,0
2020-02-24,-5,-3,-14,-1,3,1
2020-02-25,3,5,3,5,9,-1
2020-02-26,5,6,12,8,9,-2
2020-02-27,3,5,8,7,8,-2
2020-02-28,2,5,2,6,8,-1
2020-02-29,8,7,19,9,8,-1
2020-03-01,6,6,9,7,12,-1
2020-03-02,1,2,-4,3,9,-1
2020-03-03,7,7,15,7,11,-2
2020-03-04,11,11,24,11,10,-3
2020-03-05,14,14,26,14,10,-3
2020-03-06,16,14,17,14,9,-3
2020-03-07,21,21,25,18,6,-3
2020-03-08,24,18,32,16,7,-4
2020-03-09,8,1,31,-8,-56,9
2020-03-10,6,7,16,9,9,-3
2020-03-11,5,9,9,8,9,-2
2020-03-12,6,12,30,10,-3,-1
2020-03-13,-3,6,11,1,-8,2
2020-03-14,-10,4,1,-2,1,1
2020-03-15,-18,-1,-15,-12,2,2
2020-03-16,-6,9,5,-6,-14,4
2020-03-17,-23,4,1,-14,-22,6
2020-03-18,-33,-4,12,-24,-32,9
2020-03-19,-37,-11,22,-29,-35,10
2020-03-20,-42,-14,1,-35,-37,13
2020-03-21,-52,-20,-16,-39,-28,8
2020-03-22,-62,-30,-44,-53,-31,10
2020-03-23,-49,-22,-26,-48,-43,16
2020-03-24,-50,-26,-23,-49,-45,16
2020-03-25,-49,-24,-12,-46,-45,16
2020-03-26,-48,-25,-1,-45,-46,15
2020-03-27,-50,-26,-8,-45,-45,17
2020-03-28,-54,-27,0,-43,-31,8
2020-03-29,-56,-30,-4,-45,-27,7
2020-03-30,-49,-26,-13,-48,-45,16
2020-03-31,-51,-28,-23,-51,-46,17
2020-04-01,-49,-26,-14,-49,-46,16
2020-04-02,-49,-27,-7,-47,-47,16
2020-04-03,-50,-25,-12,-47,-46,17
2020-04-04,-54,-27,-10,-45,-33,8
2020-04-05,-56,-28,-17,-48,-29,7
2020-04-06,-49,-27,-17,-49,-46,16
2020-04-07,-46,-21,-10,-47,-48,16
2020-04-08,-46,-23,-3,-46,-47,14
2020-04-09,-46,-23,2,-45,-47,13
2020-04-10,-49,-23,-15,-47,-46,16
2020-04-11,-55,-28,-16,-47,-34,8
2020-04-12,-57,-29,-21,-49,-31,7
2020-04-13,-45,-23,-7,-46,-45,14
2020-04-14,-48,-25,-20,-49,-46,15
2020-04-15,-43,-18,-14,-47,-46,15
2020-04-16,-43,-15,-7,-45,-47,15
2020-04-17,-42,-10,-11,-44,-47,17
2020-04-18,-55,-23,-17,-48,-38,10
2020-04-19,-75,-56,-17,-59,-41,7
2020-04-20,-64,-43,-8,-64,-77,21
2020-04-21,-50,-29,-12,-51,-47,15
2020-04-22,-44,-22,-2,-46,-45,13
2020-04-23,-41,-18,11,-42,-44,13
2020-04-24,-43,-17,0,-43,-43,14
2020-04-25,-49,-22,-5,-42,-29,6
2020-04-26,-56,-29,-25,-51,-28,7
2020-04-27,-41,-19,-2,-44,-42,13
2020-04-28,-37,-16,13,-40,-41,11
2020-04-29,-36,-13,20,-38,-40,11
2020-04-30,-34,-8,17,-36,-41,10
2020-05-01,-46,-18,15,-46,-66,15
2020-05-02,-50,-24,9,-43,-32,5
2020-05-03,-50,-22,-3,-43,-22,3
2020-05-04,-39,-17,2,-42,-40,12
2020-05-05,-38,-15,4,-41,-40,12
2020-05-06,-37,-12,0,-40,-40,12
2020-05-07,-37,-11,1,-39,-40,12
2020-05-08,-35,-6,5,-36,-38,12
2020-05-09,-42,-10,25,-34,-27,3
2020-05-10,-40,-10,27,-32,-13,1
2020-05-11,-23,-6,50,-36,-59,11
2020-05-12,-25,-7,4,-33,-32,10
2020-05-13,-18,-1,28,-28,-31,8
2020-05-14,-25,-6,8,-33,-32,9
2020-05-15,-23,-2,13,-29,-30,9
2020-05-16,-22,0,29,-22,-8,2
2020-05-17,-25,-2,16,-26,-2,1
2020-05-18,-16,-1,26,-29,-29,8
2020-05-19,-18,-2,21,-29,-28,8
2020-05-20,-17,1,25,-27,-29,8
2020-05-21,-16,2,34,-24,-28,7
2020-05-22,-20,2,16,-26,-27,8
2020-05-23,-22,0,28,-20,-5,1
2020-05-24,-23,0,20,-21,2,0
2020-05-25,-18,-3,13,-26,-26,8
2020-05-26,-18,-2,7,-25,-24,8
2020-05-27,-13,4,32,-18,-23,6
2020-05-28,-16,1,22,-20,-26,7
2020-05-29,-19,0,15,-20,-23,7
2020-05-30,-24,-4,1,-22,-8,3
2020-05-31,-19,1,15,-16,4,1
2020-06-01,-9,2,23,-16,-23,6
2020-06-02,-9,3,26,-13,-22,5
2020-06-03,-7,6,36,-10,-22,4
2020-06-04,-6,8,45,-8,-22,3
2020-06-05,-5,12,39,-7,-22,3
2020-06-06,-7,12,65,-1,-2,-5
2020-06-07,-9,7,73,-6,2,-6
2020-06-08,-7,2,82,-22,-59,7
2020-06-09,-2,8,53,-8,-21,1
2020-06-10,0,12,64,-4,-22,1
2020-06-11,0,12,67,-4,-22,1
2020-06-12,-5,10,51,-7,-22,1
2020-06-13,-11,6,58,-6,-1,-4
2020-06-14,-9,8,40,-7,8,-5
2020-06-15,1,11,54,-7,-22,2
2020-06-16,1,12,49,-5,-21,2
2020-06-17,3,14,63,-2,-21,1
2020-06-18,-1,10,60,-4,-23,1
2020-06-19,-4,9,49,-6,-22,1
2020-06-20,-9,6,60,-4,-1,-4
