DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITG1:Sicilia,2019,4908548,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITG1:Sicilia,2020,4875290,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITG1:Sicilia,2021,4833705,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITG1:Sicilia,2022,4833329,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITG1:Sicilia,2023,4814016,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITG2:Sardegna,2014,1652528,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITG2:Sardegna,2015,1648642,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITG2:Sardegna,2016,1642492,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITG2:Sardegna,2017,1636839,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITG2:Sardegna,2018,1631040,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITG2:Sardegna,2019,1622257,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITG2:Sardegna,2020,1611621,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITG2:Sardegna,2021,1590044,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITG2:Sardegna,2022,1587413,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITG2:Sardegna,2023,1578146,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH:Nord-Est,2014,11615139,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH:Nord-Est,2015,11614917,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH:Nord-Est,2016,11602101,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH:Nord-Est,2017,11599684,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH:Nord-Est,2018,11606749,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH:Nord-Est,2019,11628491,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH:Nord-Est,2020,11627537,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH:Nord-Est,2021,11587355,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH:Nord-Est,2022,11541332,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH:Nord-Est,2023,11558522,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH1:Provincia Autonoma di Bolzano/Bozen,2014,515389,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH1:Provincia Autonoma di Bolzano/Bozen,2015,517994,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH1:Provincia Autonoma di Bolzano/Bozen,2016,520252,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH1:Provincia Autonoma di Bolzano/Bozen,2017,523454,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH1:Provincia Autonoma di Bolzano/Bozen,2018,526772,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH1:Provincia Autonoma di Bolzano/Bozen,2019,530313,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH1:Provincia Autonoma di Bolzano/Bozen,2020,532644,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH1:Provincia Autonoma di Bolzano/Bozen,2021,534912,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH1:Provincia Autonoma di Bolzano/Bozen,2022,532616,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH1:Provincia Autonoma di Bolzano/Bozen,2023,534147,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH2:Provincia Autonoma di Trento,2014,536813,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH2:Provincia Autonoma di Trento,2015,538188,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH2:Provincia Autonoma di Trento,2016,539513,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH2:Provincia Autonoma di Trento,2017,540280,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH2:Provincia Autonoma di Trento,2018,541966,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH2:Provincia Autonoma di Trento,2019,543721,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH2:Provincia Autonoma di Trento,2020,545425,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH2:Provincia Autonoma di Trento,2021,542166,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH2:Provincia Autonoma di Trento,2022,540958,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH2:Provincia Autonoma di Trento,2023,542996,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH3:Veneto,2014,4905712,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH3:Veneto,2015,4902694,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH3:Veneto,2016,4890648,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH3:Veneto,2017,4883373,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH3:Veneto,2018,4880936,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH3:Veneto,2019,4884590,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH3:Veneto,2020,4879133,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH3:Veneto,2021,4869830,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH3:Veneto,2022,4847745,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH3:Veneto,2023,4849553,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH4:Friuli-Venezia Giulia,2014,1224984,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH4:Friuli-Venezia Giulia,2015,1221664,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH4:Friuli-Venezia Giulia,2016,1216208,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH4:Friuli-Venezia Giulia,2017,1212809,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH4:Friuli-Venezia Giulia,2018,1211155,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH4:Friuli-Venezia Giulia,2019,1210414,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH4:Friuli-Venezia Giulia,2020,1206216,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH4:Friuli-Venezia Giulia,2021,1201510,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH4:Friuli-Venezia Giulia,2022,1194647,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH4:Friuli-Venezia Giulia,2023,1194248,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH5:Emilia-Romagna,2014,4432241,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH5:Emilia-Romagna,2015,4434377,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH5:Emilia-Romagna,2016,4435480,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH5:Emilia-Romagna,2017,4439768,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH5:Emilia-Romagna,2018,4445920,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH5:Emilia-Romagna,2019,4459453,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH5:Emilia-Romagna,2020,4464119,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH5:Emilia-Romagna,2021,4438937,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH5:Emilia-Romagna,2022,4425366,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITH5:Emilia-Romagna,2023,4437578,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI:Centro (IT),2014,11909825,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI:Centro (IT),2015,11918100,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI:Centro (IT),2016,11910464,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI:Centro (IT),2017,11908935,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI:Centro (IT),2018,11889462,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI:Centro (IT),2019,11868484,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI:Centro (IT),2020,11831092,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI:Centro (IT),2021,11786952,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI:Centro (IT),2022,11724035,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI:Centro (IT),2023,11723222,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI1:Toscana,2014,3744293,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI1:Toscana,2015,3739044,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI1:Toscana,2016,3726422,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI1:Toscana,2017,3721391,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI1:Toscana,2018,3712048,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI1:Toscana,2019,3701343,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI1:Toscana,2020,3692555,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI1:Toscana,2021,3692865,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI1:Toscana,2022,3663191,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI1:Toscana,2023,3661981,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI2:Umbria,2014,892099,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI2:Umbria,2015,888288,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI2:Umbria,2016,884092,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI2:Umbria,2017,880992,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI2:Umbria,2018,876477,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI2:Umbria,2019,873744,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI2:Umbria,2020,870165,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI2:Umbria,2021,865452,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI2:Umbria,2022,858812,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI2:Umbria,2023,856407,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI3:Marche,2014,1549478,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI3:Marche,2015,1545869,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI3:Marche,2016,1538442,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI3:Marche,2017,1532460,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI3:Marche,2018,1526331,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI3:Marche,2019,1520321,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI3:Marche,2020,1512672,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI3:Marche,2021,1498236,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI3:Marche,2022,1487150,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI3:Marche,2023,1484298,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI4:Lazio,2014,5723955,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI4:Lazio,2015,5744899,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI4:Lazio,2016,5761508,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI4:Lazio,2017,5774092,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI4:Lazio,2018,5774606,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI4:Lazio,2019,5773076,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI4:Lazio,2020,5755700,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI4:Lazio,2021,5730399,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI4:Lazio,2022,5714882,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ITI4:Lazio,2023,5720536,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI:Liechtenstein,2014,37129,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI:Liechtenstein,2015,37366,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI:Liechtenstein,2016,37622,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI:Liechtenstein,2017,37810,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI:Liechtenstein,2018,38114,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI:Liechtenstein,2019,38378,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI:Liechtenstein,2020,38747,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI:Liechtenstein,2021,39055,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI:Liechtenstein,2022,39308,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI:Liechtenstein,2023,39677,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI0:Liechtenstein,2014,37129,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI0:Liechtenstein,2015,37366,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI0:Liechtenstein,2016,37622,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI0:Liechtenstein,2017,37810,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI0:Liechtenstein,2018,38114,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI0:Liechtenstein,2019,38378,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI0:Liechtenstein,2020,38747,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI0:Liechtenstein,2021,39055,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI0:Liechtenstein,2022,39308,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI0:Liechtenstein,2023,39677,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI00:Liechtenstein,2014,37129,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI00:Liechtenstein,2015,37366,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI00:Liechtenstein,2016,37622,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI00:Liechtenstein,2017,37810,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI00:Liechtenstein,2018,38114,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI00:Liechtenstein,2019,38378,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI00:Liechtenstein,2020,38747,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI00:Liechtenstein,2021,39055,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI00:Liechtenstein,2022,39308,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LI00:Liechtenstein,2023,39677,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LT:Lithuania,2014,2947862,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LT:Lithuania,2015,2926644,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LT:Lithuania,2016,2895573,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LT:Lithuania,2017,2859077,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LT:Lithuania,2018,2826200,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LT:Lithuania,2019,2812200,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LT:Lithuania,2020,2809977,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LT:Lithuania,2021,2810761,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LT:Lithuania,2022,2805998,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LT:Lithuania,2023,2857279,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LT0:Lietuva,2014,2947862,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LT0:Lietuva,2015,2926644,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LT0:Lietuva,2016,2895573,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LT0:Lietuva,2017,2859077,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LT0:Lietuva,2018,2826200,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,LT0:Lietuva,2019,2812200,
